timestamp,d,y,p,r,a_x,a_y,a_z
15:21:34.853,88,104.48,25.04,-5.97,611,-545,-4119
15:21:34.960,85,104.73,24.98,-5.91,613,-589,-4107
15:21:35.063,88,104.96,24.92,-5.86,620,-598,-4122
15:21:35.170,88,105.20,24.90,-5.80,636,-559,-4175
15:21:35.279,81,109.87,23.31,-4.74,834,-703,-4316
15:21:35.387,82,109.98,23.20,-4.69,832,-727,-4299
15:21:35.494,79,110.08,23.10,-4.67,812,-685,-4280
15:21:35.563,77,110.17,23.03,-4.65,808,-620,-4281
15:21:35.670,75,110.25,22.97,-4.65,797,-624,-4285
15:21:35.812,74,109.49,20.80,-5.37,824,-827,-4341
15:21:35.919,73,109.46,20.75,-5.38,812,-828,-4361
15:21:35.993,70,109.45,20.64,-5.39,803,-783,-4337
15:21:36.094,68,109.42,20.56,-5.39,785,-731,-4244
15:21:36.197,70,109.37,20.49,-5.44,766,-729,-4160
15:21:36.337,65,106.41,19.36,-6.42,997,-643,-4230
15:21:36.405,71,106.32,19.36,-6.43,978,-552,-4236
15:21:36.513,64,106.20,19.38,-6.41,950,-522,-4243
15:21:36.615,63,106.07,19.40,-6.40,946,-560,-4243
15:21:36.755,70,102.01,20.74,-7.42,1001,-570,-4332
15:21:36.861,70,101.85,20.85,-7.45,980,-615,-4310
15:21:36.931,70,101.70,20.93,-7.50,928,-663,-4233
15:21:37.039,71,101.53,20.97,-7.60,918,-656,-4213
15:21:37.142,73,101.37,21.03,-7.69,923,-657,-4229
15:21:37.249,76,100.62,21.45,-9.52,1021,-514,-4296
15:21:37.357,74,100.73,21.62,-9.51,1001,-473,-4176
15:21:37.460,75,100.81,21.70,-9.56,984,-529,-4078
15:21:37.566,77,100.89,21.71,-9.66,1004,-580,-4106
15:21:37.641,81,100.98,21.71,-9.76,1037,-592,-4226
15:21:37.786,83,108.68,23.47,-9.13,978,-303,-4199
15:21:37.890,83,108.89,23.53,-9.12,995,-326,-4229
15:21:37.961,81,109.12,23.56,-9.09,1008,-352,-4262
15:21:38.063,79,109.36,23.60,-9.06,1013,-344,-4284
15:21:38.165,84,109.60,23.64,-9.00,1005,-348,-4277
15:21:38.305,79,116.55,24.43,-7.67,933,-482,-4270
15:21:38.413,80,116.81,24.46,-7.61,930,-450,-4315
15:21:38.482,78,117.09,24.51,-7.54,929,-441,-4304
