time,distance,yaw,pitch,roll,accel_x,accel_y,accel_z
1552557173.309619,241.0,1.71,2.92,-2.99,-40.0,156.0,-6831.0
1552557173.399767,239.0,1.91,2.76,-2.89,-138.0,352.0,-10636.0
1552557173.489859,239.0,2.06,2.51,-2.68,-252.0,467.0,-13007.0
1552557173.5800169,239.0,2.2,2.23,-2.41,-346.0,545.0,-14285.0
1552557173.670294,239.0,2.33,2.02,-2.16,-428.0,526.0,-14911.0
1552557173.772406,236.0,2.46,-2.67,0.42,-1518.0,47.0,-16370.0
1552557173.862602,234.0,2.48,-2.89,0.57,-1566.0,-23.0,-16351.0
1552557173.952949,234.0,2.52,-3.1,0.68,-1594.0,-122.0,-16311.0
1552557174.046821,231.0,2.53,-3.29,0.73,-1609.0,-193.0,-16312.0
1552557174.137169,233.0,2.53,-3.5,0.77,-1625.0,-196.0,-16324.0
1552557174.239431,236.0,3.57,-8.12,0.21,-2296.0,-185.0,-15909.0
1552557174.33352,237.0,3.59,-8.26,0.17,-2292.0,-156.0,-15821.0
1552557174.4236732,239.0,3.6,-8.37,0.14,-2305.0,-144.0,-15877.0
1552557174.517877,235.0,3.6,-8.49,0.09,-2331.0,-145.0,-16004.0
1552557174.608059,233.0,3.59,-8.65,0.09,-2373.0,-151.0,-16148.0
1552557174.7227871,235.0,3.47,-14.47,-0.75,-3028.0,144.0,-15789.0
1552557174.816872,237.0,3.47,-14.7,-0.84,-3052.0,178.0,-15797.0
1552557174.9351559,233.0,3.47,-14.94,-0.91,-3072.0,168.0,-15810.0
1552557175.022926,236.0,3.47,-15.2,-0.97,-3112.0,174.0,-15828.0
1552557175.105216,267.0,3.48,-15.47,-1.02,-3158.0,169.0,-15833.0
1552557175.205643,422.0,25.98,-30.58,45.37,-2417.0,-10646.0,-9020.0
1552557175.3028328,432.0,26.87,-30.56,48.28,-2250.0,-11696.0,-8230.0
1552557175.407584,425.0,27.54,-30.5,50.69,-2007.0,-12604.0,-7322.0
1552557175.4885461,446.0,27.76,-30.24,52.71,-1798.0,-13587.0,-6496.0
1552557175.5976288,452.0,28.18,-30.34,54.03,-1476.0,-14286.0,-5530.0
1552557175.701785,450.0,29.47,-25.63,60.46,-692.0,-10513.0,1937.0
1552557175.794222,446.0,29.41,-25.31,60.32,-754.0,-10479.0,1971.0
1552557175.882737,435.0,29.42,-25.03,60.09,-785.0,-10389.0,2049.0
1552557175.985682,436.0,29.41,-24.74,59.91,-749.0,-10099.0,2097.0
1552557176.076679,433.0,29.4,-24.48,59.72,-722.0,-9864.0,2135.0
1552557176.1777,422.0,29.72,-17.95,51.19,-597.0,-6388.0,4425.0
1552557176.27584,413.0,29.72,-17.75,50.85,-560.0,-6238.0,4426.0
1552557176.371993,411.0,29.72,-17.55,50.55,-565.0,-6167.0,4473.0
1552557176.4538848,401.0,29.7,-17.35,50.3,-581.0,-6093.0,4492.0
1552557176.551542,409.0,29.71,-17.16,50.02,-618.0,-6074.0,4569.0
1552557176.670819,411.0,29.97,-12.85,42.95,-409.0,-3701.0,5176.0
1552557176.756257,404.0,30.0,-12.75,42.62,-383.0,-3617.0,5206.0
1552557176.8415391,409.0,30.02,-12.65,42.35,-380.0,-3557.0,5196.0
1552557176.942903,406.0,30.05,-12.56,42.1,-376.0,-3523.0,5202.0
1552557177.039619,409.0,30.07,-12.47,41.89,-378.0,-3477.0,5241.0
1552557177.130913,407.0,30.19,-9.87,37.41,-251.0,-2134.0,5468.0
1552557177.223613,405.0,30.18,-9.79,37.31,-272.0,-2136.0,5449.0
1552557177.331218,401.0,30.16,-9.71,37.24,-294.0,-2134.0,5427.0
1552557177.4174132,396.0,30.17,-9.64,37.14,-301.0,-2126.0,5432.0
1552557177.507225,397.0,30.2,-9.58,36.98,-272.0,-2028.0,5446.0
1552557177.6019142,398.0,30.16,-8.19,34.54,-187.0,-1257.0,5500.0
1552557177.69881,398.0,30.12,-8.14,34.48,-184.0,-1211.0,5485.0
1552557177.790635,396.0,30.09,-8.1,34.42,-210.0,-1244.0,5467.0
1552557177.891756,395.0,30.07,-8.04,34.33,-208.0,-1255.0,5453.0
1552557177.9838872,401.0,30.06,-7.97,34.26,-193.0,-1247.0,5398.0
1552557178.082408,398.0,30.04,-7.02,32.58,-132.0,-641.0,5474.0
1552557178.177539,399.0,30.02,-6.99,32.51,-110.0,-631.0,5471.0
1552557178.278217,397.0,30.0,-6.96,32.44,-132.0,-689.0,5500.0
1552557178.373875,397.0,30.0,-6.91,32.34,-169.0,-770.0,5517.0
1552557178.460052,394.0,30.01,-6.86,32.25,-177.0,-766.0,5454.0
1552557178.561271,387.0,30.17,-6.36,31.5,-133.0,-421.0,5419.0
1552557178.641664,395.0,30.16,-6.34,31.47,-168.0,-454.0,5404.0
1552557178.742864,394.0,30.18,-6.32,31.43,-189.0,-483.0,5437.0
1552557178.8405719,392.0,30.21,-6.3,31.38,-153.0,-412.0,5401.0
1552557178.929045,399.0,30.21,-6.3,31.39,-129.0,-371.0,5394.0
1552557179.025609,403.0,30.26,-6.0,30.86,-57.0,-117.0,5271.0
1552557179.1291351,389.0,30.23,-6.02,30.84,-124.0,-229.0,5350.0
1552557179.202406,392.0,30.24,-6.03,30.77,-197.0,-355.0,5438.0
1552557179.3097332,390.0,30.27,-6.03,30.71,-232.0,-382.0,5484.0
1552557179.3962328,394.0,30.33,-6.03,30.63,-219.0,-310.0,5483.0
1552557179.488147,393.0,30.51,-5.86,30.25,-72.0,-42.0,5393.0
1552557179.575232,398.0,30.51,-5.87,30.23,-49.0,-25.0,5343.0
1552557179.660547,396.0,30.49,-5.88,30.24,-75.0,-81.0,5380.0
