
timestamp,d,y,p,r,a_x,a_y,a_z
15:19:18.638,67,1.26,34.10,-8.30,-710,-631,-4164
15:19:18.712,71,1.68,34.10,-8.14,-601,-641,-4167
15:19:18.819,74,2.06,34.13,-7.96,-539,-601,-4083
15:19:19.001,74,1.03,33.49,-6.67,-629,-244,-3947
15:19:19.109,64,0.75,33.51,-6.73,-663,-225,-3920
15:19:19.180,65,0.44,33.54,-6.81,-646,-202,-3920
15:19:19.286,66,0.15,33.56,-6.90,-605,-187,-3936
15:19:19.392,67,-0.17,33.59,-6.99,-590,-208,-4009
15:19:19.503,66,-1.53,34.98,-10.46,-1127,-383,-4212
15:19:19.604,67,-1.31,34.95,-10.54,-1174,-381,-4198
15:19:19.713,66,-1.09,34.89,-10.61,-1192,-409,-4125
15:19:19.818,67,-0.82,34.86,-10.66,-1213,-461,-4042
15:19:19.965,68,10.64,34.49,-9.37,-889,-820,-4042
15:19:20.037,74,11.12,34.44,-9.24,-831,-831,-4149
15:19:20.149,74,11.61,34.42,-9.07,-706,-826,-4182
15:19:20.220,71,12.11,34.44,-8.88,-583,-804,-4138
15:19:20.327,72,12.61,34.49,-8.69,-505,-757,-4071
15:19:20.464,69,13.16,34.29,-6.41,-509,-251,-3907
15:19:20.570,69,12.91,34.32,-6.41,-543,-256,-3962
15:19:20.637,68,12.67,34.37,-6.39,-565,-233,-3912
15:19:20.737,66,12.45,34.45,-6.39,-619,-229,-3833
15:19:20.849,66,12.23,34.52,-6.43,-663,-217,-3796
15:19:20.995,68,9.53,36.11,-9.90,-840,-506,-4044
15:19:21.064,64,9.65,36.13,-10.03,-810,-504,-4071
15:19:21.170,67,9.78,36.15,-10.14,-809,-502,-4063
15:19:21.273,60,9.90,36.16,-10.26,-841,-489,-4009
15:19:21.414,71,17.53,36.27,-9.48,-981,-905,-4156
15:19:21.487,67,17.95,36.20,-9.37,-874,-925,-4187
15:19:21.598,73,18.40,36.21,-9.22,-752,-947,-4190
15:19:21.669,69,18.86,36.26,-9.03,-692,-950,-4119
15:19:21.772,69,19.30,36.29,-8.86,-654,-948,-4032
15:19:21.920,70,23.61,34.78,-5.51,-380,-648,-3916
15:19:22.019,70,23.56,34.80,-5.42,-411,-666,-3882
15:19:22.091,71,23.49,34.79,-5.36,-406,-633,-3828
15:19:22.195,61,23.40,34.78,-5.35,-356,-624,-3865
15:19:22.308,64,23.28,34.77,-5.34,-305,-614,-3939
15:19:22.453,65,17.89,36.91,-8.04,-1039,-698,-4092
