timestamp,d,y,p,r,a_x,a_y,a_z
15:27:20.879,120,2.29,4.58,2.58,37,-17,-2385
15:27:20.982,121,2.28,4.77,2.55,93,-36,-2956
15:27:21.051,123,2.29,4.95,2.48,102,-39,-3328
15:27:21.156,123,2.30,5.09,2.39,78,-44,-3536
15:27:21.293,115,2.51,7.47,0.18,-40,-377,-4163
15:27:21.394,120,2.54,7.50,0.12,-20,-425,-4217
15:27:21.466,125,2.59,7.52,0.09,-1,-446,-4237
15:27:21.577,124,2.64,7.58,0.08,34,-420,-4200
15:27:21.682,126,2.71,7.65,0.03,14,-356,-4181
15:27:21.819,123,7.29,8.25,-0.28,-275,-585,-4321
15:27:21.892,126,7.61,8.34,-0.27,-217,-558,-4227
15:27:21.992,124,7.95,8.45,-0.29,-130,-572,-4153
15:27:22.099,125,8.26,8.58,-0.31,-51,-638,-4116
15:27:22.204,128,8.54,8.71,-0.30,9,-687,-4070
15:27:22.341,125,14.66,12.99,-1.60,-328,-587,-4233
15:27:22.414,122,14.86,13.03,-1.60,-319,-556,-4174
15:27:22.515,126,15.10,13.12,-1.66,-190,-545,-4140
15:27:22.615,118,15.38,13.31,-1.72,-99,-600,-4137
15:27:22.756,118,22.21,15.64,-2.45,75,-410,-3992
15:27:22.857,115,22.41,15.66,-2.49,87,-422,-4027
15:27:22.932,119,22.65,15.71,-2.52,73,-446,-4038
15:27:23.034,117,22.94,15.79,-2.57,34,-439,-4064
15:27:23.140,119,23.26,15.84,-2.63,34,-443,-4064
15:27:23.281,119,30.32,16.38,-4.41,-278,-586,-4241
15:27:23.349,121,30.55,16.36,-4.44,-282,-580,-4250
15:27:23.456,116,30.79,16.36,-4.48,-224,-570,-4251
15:27:23.565,116,31.05,16.42,-4.50,-201,-555,-4256
15:27:23.635,112,31.34,16.51,-4.53,-209,-547,-4252
15:27:23.775,117,40.40,18.04,-5.16,-249,-527,-4117
15:27:23.882,121,40.68,18.09,-5.15,-265,-555,-4121
15:27:23.987,121,40.94,18.12,-5.16,-300,-609,-4107
15:27:24.058,113,-179.67,-8.66,10.26,207,-521,771
15:27:24.228,116,48.04,18.98,-5.08,-291,-634,-4198
15:27:24.301,119,48.31,19.03,-5.06,-294,-675,-4206
15:27:24.409,111,48.60,19.07,-5.02,-297,-674,-4182
15:27:24.483,119,48.89,19.12,-4.99,-281,-655,-4163
15:27:24.590,111,49.17,19.16,-4.98,-282,-653,-4159
15:27:24.732,115,57.86,20.16,-4.31,-202,-823,-4128
15:27:24.833,115,58.14,20.12,-4.29,-197,-843,-4158
15:27:24.908,117,58.43,20.09,-4.26,-161,-806,-4166
15:27:25.015,118,58.73,20.10,-4.23,-112,-763,-4187
15:27:25.119,120,59.04,20.15,-4.20,-90,-751,-4211
15:27:25.261,119,68.85,21.34,-2.66,-103,-704,-4064
15:27:25.333,115,69.13,21.36,-2.63,-106,-730,-4037
15:27:25.436,115,69.41,21.37,-2.62,-93,-739,-4027
15:27:25.541,118,69.67,21.37,-2.62,-64,-737,-4065
15:27:25.610,120,69.93,21.37,-2.61,-27,-741,-4111
15:27:25.753,107,78.07,21.68,-1.91,40,-721,-4239
15:27:25.858,115,78.33,21.71,-1.89,32,-708,-4237
15:27:25.965,113,78.61,21.73,-1.87,58,-706,-4244
15:27:26.036,114,78.88,21.74,-1.83,94,-706,-4254
15:27:26.141,113,79.14,21.75,-1.78,71,-713,-4213
15:27:26.281,112,86.12,20.69,-1.46,146,-831,-4200
15:27:26.384,109,86.33,20.61,-1.45,170,-777,-4196
15:27:26.453,107,86.54,20.56,-1.44,145,-783,-4198
15:27:26.558,113,86.77,20.51,-1.45,153,-850,-4245
15:27:26.706,107,92.30,19.46,-0.16,290,-946,-4336
15:27:26.809,110,92.45,19.35,-0.08,280,-968,-4356
15:27:26.877,108,92.59,19.22,-0.02,250,-1003,-4350
15:27:26.983,113,92.71,19.06,0.05,261,-998,-4346
15:27:27.093,110,92.84,18.91,0.14,266,-1010,-4346
15:27:27.240,116,96.60,18.19,1.55,529,-795,-4357
15:27:27.307,114,96.67,18.12,1.55,545,-779,-4366
15:27:27.414,120,96.72,18.05,1.55,546,-823,-4362
15:27:27.520,120,96.77,17.95,1.55,547,-888,-4345
15:27:27.594,119,96.84,17.84,1.54,554,-940,-4322
15:27:27.741,123,98.13,14.88,1.13,662,-963,-4259
15:27:27.848,119,98.12,14.81,1.07,598,-923,-4204
15:27:27.919,116,98.12,14.78,0.97,547,-879,-4185
15:27:28.026,116,98.09,14.74,0.84,581,-812,-4227
15:27:28.098,114,98.04,14.68,0.75,600,-760,-4261
15:27:28.273,115,96.16,11.40,-2.70,650,-1044,-4314
15:27:28.344,116,96.10,11.31,-2.79,684,-1127,-4357
15:27:28.448,112,96.04,11.19,-2.86,711,-1168,-4418
15:27:28.550,111,96.00,11.06,-2.90,707,-1126,-4377
15:27:28.627,113,95.97,10.97,-2.97,660,-1103,-4336
15:27:28.840,112,90.33,8.30,-5.53,844,-1084,-4388
15:27:28.911,107,90.12,8.25,-5.57,849,-1063,-4385
15:27:29.022,111,89.91,8.22,-5.63,873,-1091,-4430
15:27:29.091,111,89.71,8.17,-5.68,887,-1124,-4493
15:27:29.199,107,89.53,8.12,-5.70,892,-1133,-4531
15:27:29.340,106,81.98,8.02,-8.68,748,-1008,-4341
15:27:29.441,104,81.72,8.05,-8.73,749,-1063,-4316
15:27:29.549,102,81.49,8.08,-8.76,735,-1112,-4273
15:27:29.618,104,81.27,8.11,-8.81,726,-1087,-4188
15:27:29.760,104,73.60,7.98,-10.48,799,-960,-4319
15:27:29.866,104,73.30,7.97,-10.53,812,-977,-4343
15:27:29.936,102,73.01,7.95,-10.58,831,-932,-4357
15:27:30.043,104,72.74,7.98,-10.62,840,-846,-4321
15:27:30.151,99,72.45,8.02,-10.68,850,-783,-4284
15:27:30.291,101,64.34,10.07,-12.80,713,-657,-4256
15:27:30.364,95,64.14,10.20,-12.91,737,-695,-4243
15:27:30.470,98,63.95,10.33,-13.01,743,-785,-4242
