timestamp,d,y,p,r,a_x,a_y,a_z
15:23:18.212,102,-54.37,-19.34,-30.46,-699,-3882,-4025
15:23:18.322,101,-54.32,-19.02,-30.41,-450,-3639,-4458
15:23:18.426,102,-54.28,-18.73,-30.38,-286,-3471,-4725
15:23:18.495,97,-54.24,-18.45,-30.38,-213,-3324,-4933
15:23:18.667,101,-52.93,-11.28,-29.79,232,-2730,-4582
15:23:18.737,105,-52.85,-10.97,-29.83,171,-2720,-4504
15:23:18.842,103,-52.78,-10.66,-29.89,90,-2711,-4509
15:23:18.950,102,-52.71,-10.36,-29.94,0,-2693,-4513
15:23:19.024,102,-52.63,-10.06,-29.99,-96,-2672,-4502
15:23:19.173,101,-47.02,-1.22,-30.67,-268,-2274,-4724
15:23:19.246,106,-46.85,-0.97,-30.64,-267,-2250,-4636
15:23:19.359,102,-46.67,-0.75,-30.64,-300,-2218,-4591
15:23:19.467,102,-46.49,-0.52,-30.63,-340,-2206,-4568
15:23:19.538,104,-46.31,-0.25,-30.61,-358,-2196,-4561
15:23:19.675,104,-38.72,7.55,-29.30,-459,-1784,-4331
15:23:19.785,108,-38.46,7.76,-29.26,-504,-1751,-4324
15:23:19.891,105,-38.19,7.95,-29.21,-510,-1737,-4284
15:23:19.961,106,-37.89,8.16,-29.20,-523,-1758,-4279
15:23:20.073,104,-37.60,8.38,-29.19,-545,-1744,-4310
15:23:20.213,105,-28.29,14.94,-27.70,-654,-1409,-4364
15:23:20.287,108,-28.02,15.06,-27.60,-702,-1372,-4339
15:23:20.395,105,-27.71,15.20,-27.51,-733,-1368,-4321
15:23:20.501,101,-27.38,15.35,-27.40,-739,-1375,-4321
15:23:20.567,105,-27.06,15.51,-27.28,-711,-1402,-4304
15:23:20.778,100,-15.95,20.17,-23.59,-742,-1068,-4179
15:23:20.851,100,-15.57,20.33,-23.48,-686,-1104,-4195
15:23:20.960,99,-15.21,20.52,-23.35,-661,-1125,-4203
15:23:21.067,101,-14.86,20.68,-23.23,-657,-1143,-4183
15:23:21.133,90,-14.54,20.81,-23.10,-690,-1155,-4174
15:23:21.274,94,-8.14,22.38,-19.50,-903,-915,-4201
15:23:21.383,93,-7.98,22.42,-19.41,-883,-909,-4217
15:23:21.492,91,-7.81,22.45,-19.32,-862,-920,-4261
15:23:21.560,90,-7.66,22.48,-19.20,-852,-931,-4292
15:23:21.734,92,-5.07,21.81,-16.71,-937,-1106,-4436
15:23:21.800,88,-5.04,21.73,-16.60,-965,-1082,-4429
15:23:21.910,91,-4.99,21.63,-16.51,-950,-1058,-4398
15:23:21.978,88,-4.93,21.57,-16.44,-895,-1067,-4398
15:23:22.081,92,-4.87,21.54,-16.36,-848,-1053,-4435
15:23:22.222,86,-4.88,19.79,-14.74,-904,-1069,-4399
15:23:22.329,87,-4.96,19.72,-14.74,-915,-1058,-4306
15:23:22.434,88,-5.04,19.67,-14.78,-915,-1057,-4354
15:23:22.509,87,-5.13,19.63,-14.80,-911,-1058,-4468
15:23:22.615,88,-5.21,19.60,-14.79,-913,-1035,-4451
15:23:22.788,88,-7.00,18.86,-16.01,-1004,-979,-4552
15:23:22.899,88,-7.03,18.90,-15.97,-962,-996,-4529
15:23:23.002,89,-7.05,18.95,-15.93,-963,-1008,-4424
15:23:23.070,84,-7.08,18.99,-15.92,-986,-986,-4235
15:23:23.172,82,-7.08,18.98,-16.01,-1024,-999,-4179
15:23:23.317,83,-9.03,19.46,-17.42,-842,-835,-4048
15:23:23.422,81,-9.12,19.49,-17.55,-835,-844,-4077
15:23:23.497,78,-9.25,19.48,-17.68,-836,-874,-4261
15:23:23.608,74,-9.40,19.45,-17.75,-850,-875,-4419
15:23:23.750,79,-13.65,19.77,-18.00,-855,-838,-4157
